Kolera (cholera)|A00
forbrenning|T31.3
Brannskader som omfatter 40-49 % av kroppsoverflaten|T31.4
brannsår|T31.4
forbrenning|T31.4
Brannskader som omfatter 50-59 % av kroppsoverflaten|T31.5
brannsår|T31.5
forbrenning|T31.5
Brannskader som omfatter 60-69 % av kroppsoverflaten|T31.6
brannsår|T31.6
forbrenning|T31.6
Brannskader som omfatter 70-79 % av kroppsoverflaten|T31.7
brannsår|T31.7
forbrenning|T31.7
Brannskader som omfatter 80-89 % av kroppsoverflaten|T31.8
brannsår|T31.8
forbrenning|T31.8
Brannskader som omfatter 90 % eller mer av kroppsoverflaten|T31.9
brannsår|T31.9
forbrenning|T31.9
Etseskader klassifisert etter størrelse på berørt kroppsoverflate|T32
Etseskader som omfatter mindre enn 10 % av kroppsoverflaten|T32.0
Etseskader som omfatter 10-19 % av kroppsoverflaten|T32.1
Etseskader som omfatter 20-29 % av kroppsoverflaten|T32.2
Etseskader som omfatter 30-39 % av kroppsoverflaten|T32.3
Etseskader som omfatter 40-49 % av kroppsoverflaten|T32.4
Etseskader som omfatter 50-59 % av kroppsoverflaten|T32.5
Etseskader som omfatter 60-69 % av kroppsoverflaten|T32.6
Etseskader som omfatter 70-79 % av kroppsoverflaten|T32.7
Etseskader som omfatter 80-89 % av kroppsoverflaten|T32.8
Etseskader som omfatter 90 % eller mer av kroppsoverflaten|T32.9
Overfladisk frostskade|T33
Frostskade|T33-T35
Overfladisk frostskade på hode|T33.0
Overfladisk frostskade på hals|T33.1
Overfladisk frostskade på brystkassen|T33.2
mamma|T33.2
Overfladisk frostskade på bukvegg , nedre del av rygg og bekken|T33.3
abdominalvegg|T33.3
Overfladisk frostskade på arm|T33.4
Overfladisk frostskade på håndledd og hånd|T33.5
Overfladisk frostskade på hofte og lår|T33.6
Overfladisk frostskade på kne og legg|T33.7
Overfladisk frostskade på ankel og fot|T33.8
Overfladisk frostskade med andre og uspesifiserte lokalisasjoner|T33.9
Frostskade med vevsnekrose|T34
necrose|T34
vevsnecrose|T34
Frostskade med vevsnekrose på hode|T34.0
necrose|T34.0
vevsnecrose|T34.0
Frostskade med vevsnekrose på hals|T34.1
necrose|T34.1
vevsnecrose|T34.1
Frostskade med vevsnekrose på brystkassen|T34.2
mamma|T34.2
necrose|T34.2
vevsnecrose|T34.2
Frostskade med vevsnekrose på bukvegg , nedre del av rygg og bekken|T34.3
abdominalvegg|T34.3
necrose|T34.3
vevsnecrose|T34.3
Frostskade med vevsnekrose på arm|T34.4
necrose|T34.4
vevsnecrose|T34.4
Frostskade med vevsnekrose på håndledd og hånd|T34.5
necrose|T34.5
vevsnecrose|T34.5
Frostskade med vevsnekrose på hofte og lår|T34.6
necrose|T34.6
vevsnecrose|T34.6
Frostskade med vevsnekrose på kne og legg|T34.7
necrose|T34.7
vevsnecrose|T34.7
Frostskade med vevsnekrose på ankel og fot|T34.8
necrose|T34.8
vevsnecrose|T34.8
Frostskade med vevsnekrose med andre og uspesifiserte lokalisasjoner|T34.9
necrose|T34.9
vevsnecrose|T34.9
Frostskade som omfatter flere kroppsregioner og uspesifisert frostskade|T35
Overfladisk frostskade som omfatter flere kroppsregioner|T35.0
Frostskade med vevsnekrose  som omfatter flere kroppsregioner|T35.1
necrose|T35.1
vevsnecrose|T35.1
Uspesifisert frostskade på hode og hals|T35.2
Uspesifisert frostskade på brystkasse, bukvegg , nedre del av rygg og bekken|T35.3
abdominalvegg|T35.3
mamma|T35.3
Uspesifisert frostskade på overekstremitet|T35.4
Uspesifisert frostskade på underekstremitet|T35.5
Uspesifisert frostskade som omfatter flere kroppsregioner|T35.6
Uspesifisert frostskade med uspesifisert lokalisasjon|T35.7
Forgiftning med anestetika og terapeutiske gasser|T41
Inhalasjonsanestetika|T41.0
Anestetika gitt parenteralt|T41.1
forgiftning med tiopental|T41.1
Andre og uspesifiserte generelle anestetika|T41.2
Lokalanestetika|T41.3
Uspesifisert anestetika|T41.4
Terapeutiske gasser|T41.5
Forgiftning med terapeutiske legemidler og biologiske substanser|T4N
Forgiftning med legemidler og biologiske substanser|T4n-T50
Forgiftning med andre og ikke spesifiserte legemidler og biologiske substanser|T50
Diagnostiske midler|T50.8
Andre og uspesifiserte legemidler og biologiske substanser|T50.9
alkohol- og legemedelpåvirkning|T50.9
alkohol- og tablettpåvirkning|T50.9
legemiddelforgiftning|T50.9
legemiddelinntak|T50.9
tablettforgiftning|T50.9
Toksisk virkning av alkohol|T51
giftvirkning|T51
Toksiske virkninger  av substanser med hovedsakelig ikke-medisinsk anvendelse|T51-T65
Etanol|T51.0
etanol- og metanolforgiftning|T51.0
etanolforgiftning|T51.0
etanolpåvirkning|T51.0
etylalkoholforgiftning|T51.0
etylalkoholpåvirkning|T51.0
forgiftning med etyl|T51.0
Metanol|T51.1
metanolforgiftning|T51.1
metylalkoholforgiftning|T51.1
2-Propanol|T51.2
isopropanolforgiftning|T51.2
isopropylalkoholforgiftning|T51.2
Fuselolje|T51.3
Andre spesifiserte alkoholer|T51.8
Uspesifisert alkohol|T51.9
aksidentelt alkoholinntak|T51.9
alkoholforgiftning|T51.9
alkoholpåvirkning|T51.9
Toksisk virkning  av organiske løsemidler|T52
giftvirkning|T52
Petroleumsprodukter|T52.0
Benzen|T52.1
bein|T52.1
Benzenhomologer|T52.2
bein|T52.2
Glykol|T52.3
etylenglykolforgiftning|T52.3
Keton|T52.4
Andre spesifiserte organiske løsemidler|T52.8
forgiftning med tynner|T52.8
Uspesifisert organisk løsemiddel|T52.9
Toksisk virkning  av halogenderivater av alifatiske og aromatiske hydrokarboner|T53
giftvirkning|T53
Karbontetraklorid|T53.0
Kloroform|T53.1
Trikloretylen|T53.2
Tetrakloretylen|T53.3
Diklormetan|T53.4
Klorfluorkarboner (KFK)|T53.5
Andre halogenderivater av alifatiske hydrokarboner|T53.6
Andre halogenderivater av aromatiske hydrokarboner|T53.7
Uspesifisert halogenderivat av alifatiske og aromatiske hydrokarboner|T53.9
Toksisk virkning  av etsende stoffer|T54
giftvirkning|T54
Fenol og fenolhomologer|T54.0
Andre etsende organiske forbindelser|T54.1
Etsende syrer og syrelignende stoffer|T54.2
Etsende alkalier og alkalielignende stoffer|T54.3
Uspesifisert etsende stoff|T54.9
Toksisk virkning  av såper og rengjøringsmidler|T55
giftvirkning|T55
Toksisk virkning av metaller|T56
giftvirkning|T56
Bly og blyforbindelser|T56.0
Kvikksølv og kvikksølvforbindelser|T56.1
Krom og kromforbindelser|T56.2
Kadmium og kadmiumforbindelser|T56.3
Kopper og kopperforbindelser|T56.4
Sink og sinkforbindelser|T56.5
Tinn og tinnforbindelser|T56.6
Beryllium og berylliumforbindelser|T56.7
Andre spesifiserte metaller|T56.8
Uspesifisert metall|T56.9
Toksisk virkning  av andre uorganiske stoffer|T57
giftvirkning|T57
Arsen og arsenforbindelser|T57.0
Fosfor og fosforforbindelser|T57.1
Mangan og manganforbindelser|T57.2
Hydrogencyanid [blåsyre]|T57.3
Andre spesifiserte uorganiske stoffer|T57.8
Uspesifisert uorganisk stoff|T57.9
Toksisk virkning  av karbonmonoksid|T58
giftvirkning|T58
karbonmonoksidforgiftning|T58
karbonmonoksydforgiftning|T58
kullosforgiftning|T58
Toksisk virkning  av annen gass, røyk og damp|T59
giftvirkning|T59
Nitrogenoksid|T59.0
Svoveldioksid|T59.1
Formaldehyd|T59.2
Lakrimogen gass|T59.3
Klorgass|T59.4
Fluorgass og flussyre|T59.5
Hydrogensulfid|T59.6
Karbondioksid|T59.7
karbondioksidforgiftning|T59.7
karbondioksydforgiftning|T59.7
Annen spesifisert gass, røyk og damp|T59.8
røykforgiftning|T59.8
Uspesifisert gass, røyk og damp|T59.9
Toksisk virkning  av pesticider|T60
giftvirkning|T60
middel mot skadedyr|T60
pestis|T60
Insekticider  med organofosfat og karbamat|T60.0
insektmidler|T60.0
Halogenerte insekticider|T60.1
ddt-forgiftning|T60.1
insektmidler|T60.1
Andre insekticider|T60.2
insektmidler|T60.2
Herbicider  og fungicider|T60.3
soppdrepende middel|T60.3
ugressmiddel|T60.3
Rodenticider|T60.4
rotte- og musegift|T60.4
Andre spesifiserte pesticider|T60.8
middel mot skadedyr|T60.8
pestis|T60.8
Uspesifisert pesticid|T60.9
middel mot skadedyr|T60.9
pestis|T60.9
Toksisk virkning  av skadelige stoffer spist som sjømat|T61
giftvirkning|T61
Ciguatera|T61.0
Forgiftning med makrellfisk|T61.1
Annen fiske- og skalldyrforgiftning|T61.2
Toksisk virkning av annen spesifisert sjømat|T61.8
giftvirkning|T61.8
Toksisk virkning av uspesifisert sjømat|T61.9
giftvirkning|T61.9
Toksisk virkning  av andre skadelige stoffer spist som mat|T62
giftvirkning|T62
Fortært sopp|T62.0
Fortærte bær|T62.1
Annen fortært (del av) plante|T62.2
Andre spesifiserte skadelige stoffer spist som mat|T62.8
Uspesifisert skadelig stoff spist som mat|T62.9
Toksisk virkning  av kontakt med giftige dyr|T63
giftvirkning|T63
Slangegift|T63.0
Gift fra andre krypdyr|T63.1
reptil|T63.1
Skorpiongift|T63.2
Edderkoppgift|T63.3
Gift fra andre artropoder|T63.4
leddyr|T63.4
Toksisk virkning av kontakt med fisk|T63.5
giftvirkning|T63.5
Toksisk virkning av kontakt med andre sjødyr|T63.6
giftvirkning|T63.6
Toksisk virkning av kontakt med andre spesifiserte giftige dyr|T63.8
giftvirkning|T63.8
Toksisk virkning av kontakt med uspesifisert giftig dyr|T63.9
giftvirkning|T63.9
Toksisk virkning  av aflatoksin og andre mykotoksiner som forurenser matvarer|T64
giftvirkning|T64
Toksisk virkning  av andre og uspesifiserte stoffer|T65
giftvirkning|T65
Cyanider|T65.0
cyanidforgiftning|T65.0
Stryknin og dets salter|T65.1
Tobakk og nikotin|T65.2
Nitroderivater og aminoderivater av benzen og dets homologer|T65.3
bein|T65.3
Karbondisulfid|T65.4
Nitroglyserin og andre nitrogensyrer og -estere|T65.5
Maling og fargestoffer, ikke klassifisert annet sted|T65.6
Toksisk virkning av andre spesifiserte stoffer|T65.8
giftvirkning|T65.8
Toksisk virkning av uspesifisert stoff|T65.9
forgiftning|T65.9
giftvirkning|T65.9
intox|T65.9
Uspesifiserte tilstander som skyldes radioaktiv stråling|T66
stråleskade|T66
Andre og uspesifiserte tilstander som skyldes ytre påvirkning|T66-T78
Tilstander som skyldes påvirkning av varme og lys|T67
Heteslag og solstikk|T67.0
heteslag|T67.0
Besvimelse  forårsaket av varme|T67.1
Hetekramper|T67.2
Varmeutmattelse som skyldes væsketap|T67.3
Varmeutmattelse som skyldes salttap|T67.4
Uspesifisert varmeutmattelse|T67.5
Forbigående tretthet som skyldes varme|T67.6
kortvarig|T67.6
Varmeødem|T67.7
Andre spesifiserte tilstander som skyldes påvirkning av varme og lys|T67.8
Uspesifisert tilstand som skyldes påvirkning av varme og lys|T67.9
Hypotermi|T68
hypotermi|T68
kroppstemperatur unormalt lav|T68
nedkjøling|T68
unormalt lav kroppstemperatur|T68
Andre tilstander som skyldes nedsatt omgivelsestemperatur|T69
Immersjonshånd og -fot|T69.0
Frostknuter|T69.1
Andre spesifiserte tilstander som skyldes nedsatt omgivelsestemperatur|T69.8
Uspesifisert tilstand som skyldes nedsatt omgivelsestemperatur|T69.9
forfrysning|T69.9
Virkninger av endret omgivende trykk|T70
Otittisk barotraume|T70.0
trauma|T70.0
Barotraume i bihuler|T70.1
trauma|T70.1
Andre og uspesifiserte virkninger av opphold i stor høyde over havet|T70.2
Trykkfallsyke [dykkersyke]|T70.3
caissonarbeidersykdom|T70.3
dekompresjonssykdom|T70.3
dykkersyke|T70.3
Virkninger av høytrykksvæsker|T70.4
Andre spesifiserte virkninger av lufttrykk og vanntrykk|T70.8
Uspesifisert virkning av lufttrykk og vanntrykk|T70.9
Asfyksi|T71
aspirasjon av eget blod|T71
avklemming av brystkassen|T71
hengning|T71
kompresjon av brystkassen|T71
kvelning ved immobilisert brystkasse|T71
kvelning ved plastpose|T71
selvmord ved hengning|T71
stillingsasfyksi|T71
strangulatio|T71
struping|T71
suspensio colli|T71
Virkninger av annen deprivasjon|T73
Virkninger av hunger|T73.0
sult|T73.0
Virkninger av tørste|T73.1
Utmattelse på grunn av klimatiske påkjenninger|T73.2
Utmattelse på grunn av overdreven anstrengelse|T73.3
overanstrengelse|T73.3
Andre spesifiserte deprivasjonseffekter|T73.8
Uspesifisert deprivasjonseffekt|T73.9
Mishandlingssyndromer|T74
Vanskjøtsel|T74.0
Fysisk mishandling|T74.1
Seksuell mishandling|T74.2
Psykisk mishandling|T74.3
Andre spesifiserte mishandlingssyndromer|T74.8
Uspesifisert mishandlingssyndrom|T74.9
Virkninger av annen ytre påvirkning|T75
Virkninger av lynnedslag|T75.0
Drukning og nestendrukning|T75.1
drukning|T75.1
stein|T75.1
submersio|T75.1
Virkninger av vibrasjon|T75.2
Bevegelsessyke|T75.3
Skadevirkninger av elektrisk kraft|T75.4
elektrisk støt|T75.4
ictus electricus|T75.4
strømskade|T75.4
Andre spesifiserte skadevirkninger av ytre påvirkning|T75.8
Skadevirkninger, ikke klassifisert annet sted|T78
Anafylaktisk sjokk som skyldes reaksjon på matvarer|T78.0
mods|T78.0
mof|T78.0
sirs|T78.0
Andre reaksjoner på matvarer, ikke klassifisert annet sted|T78.1
Uspesifisert anafylaktisk sjokk|T78.2
anafylaksi|T78.2
anafylaktisk reaksjon|T78.2
anafylaktisk sjokk|T78.2
mods|T78.2
mof|T78.2
sirs|T78.2
Angionevrotisk ødem|T78.3
angioneurotisk ødem|T78.3
neuro|T78.3
neurotisk|T78.3
Uspesifisert allergi|T78.4
allergisk reaksjon|T78.4
Andre spesifiserte skadevirkninger, ikke klassifisert annet sted|T78.8
Uspesifisert skadevirkning|T78.9
Visse tidlige komplikasjoner til traume|T79
trauma|T79
Luftemboli (traumatisk)|T79.0
blodpropp|T79.0
Fettemboli (traumatisk)|T79.1
blodpropp|T79.1
fettemboli|T79.1
fettemboli i lungene|T79.1
traumatisk fettemboli|T79.1
Traumatisk sekundær eller residiverende blødning|T79.2
Posttraumatisk sårinfeksjon, ikke klassifisert annet sted|T79.3
ulcus|T79.3
vulnus|T79.3
Traumatisk sjokk|T79.4
mods|T79.4
mof|T79.4
sirs|T79.4
Traumatisk anuri|T79.5
Traumatisk iskemi i muskel|T79.6
compartmentsyndrom|T79.6
rhabdomyolyse|T79.6
Traumatisk subkutant emfysem|T79.7
subkutant emfysem|T79.7
Andre spesifiserte tidlige komplikasjoner til traume|T79.8
trauma|T79.8
Uspesifisert tidlig komplikasjon til traume|T79.9
trauma|T79.9
Komplikasjoner etter infusjon, transfusjon og terapeutisk injeksjon|T80
Komplikasjoner til kirurgisk og medisinsk behandling, ikke klassifisert annet sted|T80-T88
Luftemboli etter infusjon, transfusjon og terapeutisk injeksjon|T80.0
blodpropp|T80.0
Komplikasjoner i blodkar etter infusjon, transfusjon og terapeutisk injeksjon|T80.1
Infeksjoner etter infusjon, transfusjon og terapeutisk injeksjon|T80.2
ABO-uforlikelighetsreaksjon|T80.3
Rh-uforlikelighetsreaksjon|T80.4
Anafylaktisk sjokk som skyldes serumbehandling|T80.5
mods|T80.5
mof|T80.5
sirs|T80.5
Andre serumreaksjoner|T80.6
Andre spesifiserte komplikasjoner etter infusjon, transfusjon og terapeutisk injeksjon|T80.8
Ikke spesifisert komplikasjon etter infusjon, transfusjon og terapeutisk injeksjon|T80.9
Komplikasjoner til inngrep, ikke klassifisert annet sted|T81
Blødning og hematom som komplikasjon til inngrep, ikke klassifisert annet sted|T81.0
blødningskomplikasjon|T81.0
peroperativ blødning|T81.0
postoperativ blødning|T81.0
Sjokk under eller som følge av inngrep, ikke klassifisert annet sted|T81.1
mods|T81.1
mof|T81.1
sirs|T81.1
Utilsiktet punksjon og laserasjon under inngrep, ikke klassifisert annet sted|T81.2
Sårruptur, ikke klassifisert annet sted|T81.3
postoperativ sårruptur|T81.3
ruptur av operasjonssår|T81.3
subkutan sårruptur|T81.3
suturinsufficiens|T81.3
sårruptur|T81.3
ulcus|T81.3
vulnus|T81.3
Infeksjon etter inngrep, ikke klassifisert annet sted|T81.4
infisert operasjonssår|T81.4
postoperativ infeksjon|T81.4
postoperativ sepsis|T81.4
postoperativ sårinfeksjon|T81.4
sepsis postoperativt|T81.4
Fremmedlegeme utilsiktet etterlatt i kroppshule eller operasjonssår etter inngrep|T81.5
corpus alienum|T81.5
ulcus|T81.5
vulnus|T81.5
Akutt reaksjon mot fremmed stoff utilsiktet etterlatt under inngrep|T81.6
Komplikasjoner i blodkar  etter inngrep, ikke klassifisert annet sted|T81.7
postoperativ tarmischemi|T81.7
Andre spesifiserte komplikasjoner til inngrep, ikke klassifisert annet sted|T81.8
anastomosesvikt i tarm|T81.8
postoperativ immobilisasjon|T81.8
postoperativ respirasjonssvikt|T81.8
Uspesifisert komplikasjon til inngrep|T81.9
komplikasjon postoperativt|T81.9
operasjonstraume|T81.9
postoperativ komplikasjon|T81.9
postoperativ multiorgansvikt|T81.9
postoperative komplikasjoner|T81.9
Komplikasjoner ved proteser, implantater og transplantater i hjerte og blodkar|T82
Mekaniske komplikasjoner ved hjerteklaffprotese|T82.0
løsnet aortaklaffeprotese|T82.0
løsnet aortaklaffprotese|T82.0
løsnet aortaventil|T82.0
Mekaniske komplikasjoner av elektronisk hjertestimulator|T82.1
Mekaniske komplikasjoner ved koronararteriebypass  eller klaffebærende transplantater|T82.2
aortakoronart|T82.2
kransarterie|T82.2
Mekaniske komplikasjoner ved andre kartransplantater|T82.3
vaskulære transplantat|T82.3
Mekaniske komplikasjoner ved dialysekateter i blodkar|T82.4
Mekaniske komplikasjoner ved andre innretninger og implantater i hjerte og blodkar|T82.5
Infeksjon og betennelsesreaksjon som skyldes hjerteklaffprotese|T82.6
Infeksjon og betennelsesreaksjon som skyldes andre innretninger, implantater og transplantater i hjerte og blodkar|T82.7
infisert dialysefistel|T82.7
infisert sentralvenøst kateter|T82.7
Andre spesifiserte komplikasjoner ved proteser, implantater og transplantater i hjerte og blodkar|T82.8
trombose i fistel|T82.8
trombose i transplantat til lår|T82.8
Ikke spesifisert komplikasjon ved protese, implantat og transplantat i hjerte og blodkar|T82.9
Komplikasjoner ved proteser, implantater og transplantater i kjønnsorganer og urinveier|T83
Mekaniske komplikasjoner ved kateter (inne) i urinveier|T83.0
Mekaniske komplikasjoner ved andre innretninger og implantater i urinveier|T83.1
Mekaniske komplikasjoner ved urinorgantransplantat|T83.2
rhino|T83.2
Mekaniske komplikasjoner ved intrauterint prevensjonsmiddel|T83.3
Mekaniske komplikasjoner ved andre proteser, implantater og transplantater i kjønnsorganer|T83.4
Infeksjon og betennelsesreaksjon som skyldes protese, implantat og transplantat i urinveier|T83.5
Infeksjon og betennelsesreaksjon som skyldes protese, implantat og transplantat i kjønnsorganer|T83.6
Andre spesifiserte komplikasjoner ved proteser, implantater og transplantater i kjønnsorganer og urinveier|T83.8
blødning pga permanent kateter|T83.8
Uspesifisert komplikasjon ved protese, implantat og transplantat i kjønnsorganer og urinveier|T83.9
Komplikasjoner ved innvendige ortopediske proteser, implantater og transplantater|T84
Mekaniske komplikasjoner ved innvendig leddprotese|T84.0
hofteproteseløsning|T84.0
luksasjon av hofteprotese|T84.0
luksert hofteprotese|T84.0
løsning av hofteprotese|T84.0
proteseluksasjon|T84.0
proteseløsning|T84.0
proteseløsning i hofte|T84.0
Mekaniske komplikasjoner ved innvendig fiksasjonsanordning for knokler i ekstremitet|T84.1
glidning av nagle|T84.1
Mekaniske komplikasjoner ved innvendig fiksasjonsanordning for andre knokler|T84.2
Mekaniske komplikasjoner ved andre innretninger, implantater og transplantater i knokkel|T84.3
Mekaniske komplikasjoner ved andre innvendige ortopediske proteser, implantater og transplantater|T84.4
Infeksjon og betennelsesreaksjon som skyldes innvendig leddprotese|T84.5
